 TimeSt,Latitude,Longitude,_ID,Country,Province,City,POIID,Dist
2017-06-21 14:17:19.303,43.91560,-78.86320,5543011,CA,ON,Oshawa,POI1,618.5891610090846
2017-06-21 14:20:13.283,51.00810,-114.07300,4813836,CA,AB,Calgary,POI4,3661.37569521128
2017-06-21 14:22:45.800,43.96730,-78.95140,4844438,CA,ON,Whitby,POI1,804.4426206337579
2017-06-21 14:35:42.667,53.44218,-113.44523,5027046,CA,AB,Edmonton,POI1,710.8096141407046
2017-06-21 14:40:55.017,43.57380,-79.71930,5097933,CA,ON,Mississauga,POI1,5121.814134089886
2017-06-21 14:57:08.633,43.68620,-79.40200,5331557,CA,ON,Toronto,POI1,3108.850204538764
2017-06-21 15:20:11.107,52.12250,-106.72488,5582812,CA,SK,Saskatoon,POI3,1800.3145812153373
2017-06-21 15:39:40.200,50.88370,-114.03260,5082682,CA,AB,Calgary,POI4,4362.330397519866
2017-06-21 15:42:13.587,45.36170,-73.74280,5119413,CA,QC,Châteauguay,POI3,1022.9530638275285
2017-06-21 16:01:33.300,42.96990,-81.20810,4550544,CA,ON,London,POI1,11450.963384739578
2017-06-21 16:14:40.910,51.13870,-114.20150,4741713,CA,AB,Calgary,POI4,3107.820277445828
2017-06-21 16:54:03.717,42.98761,-81.25129,5278748,CA,ON,London,POI1,11636.689000192902
2017-06-21 17:10:26.050,51.10930,-113.92650,5468169,CA,AB,Calgary,POI4,2841.9549537558587
2017-06-21 17:10:26.487,51.09150,-114.20730,5467527,CA,AB,Calgary,POI4,3389.9873642606153
2017-06-21 17:11:00.743,43.76580,-79.18500,5476051,CA,ON,Scarborough,POI1,1683.9875518713538
2017-06-21 17:13:22.290,49.13174,-121.94131,5503391,CA,BC,Chilliwack,POI1,7644.218679357878
2017-06-21 17:28:10.350,48.37170,-89.33080,4907623,CA,ON,Thunder Bay,POI1,8021.1340838881315
2017-06-21 18:16:15.907,43.82794,-79.02904,5532823,CA,ON,Ajax,POI1,643.0441744328972
2017-06-21 18:17:04.050,53.41790,-113.57850,4775887,CA,AB,Edmonton,POI1,1007.6138582985595
2017-06-21 18:25:13.730,45.53320,-73.64680,4873363,CA,QC,Montréal,POI3,74.85740727216302
2017-06-21 18:30:22.130,45.49780,-73.57980,4932269,CA,QC,Montréal,POI3,151.90633613324923
2017-06-21 18:41:00.443,53.45670,-113.58010,5099411,CA,AB,Edmonton,POI1,826.6282308558852
2017-06-21 19:17:53.260,43.70560,-79.42790,5553806,CA,ON,Toronto,POI1,3232.9189337245202
2017-06-21 19:51:09.640,45.65000,-73.48330,5241224,CA,QC,Montreal,POI3,817.5900431593287
2017-06-21 19:55:50.780,43.38890,-79.76820,5311967,CA,ON,Burlington,POI1,5703.587385728671
2017-06-21 21:10:57.463,51.02330,-114.07100,4692787,CA,AB,Calgary,POI4,3566.753916544001
2017-06-21 21:12:38.090,50.98190,-114.10040,5493232,CA,AB,Calgary,POI4,3861.341018714835
2017-06-21 21:12:48.190,53.43953,-113.44960,4716069,CA,AB,Edmonton,POI1,717.2464421658025
2017-06-21 21:13:17.250,52.18591,-106.62222,5501643,CA,SK,Saskatoon,POI3,2222.927755489492
2017-06-21 21:17:06.443,51.02420,-114.10040,4777861,CA,AB,Calgary,POI4,3606.906613979592
2017-06-21 22:05:55.423,43.51520,-79.88020,4624802,CA,ON,Milton,POI1,6103.764289996054
2017-06-21 22:12:42.477,50.93160,-114.09600,5493693,CA,AB,Calgary,POI4,4159.477905330097
2017-06-21 22:27:13.587,53.54813,-113.59428,4896965,CA,AB,Edmonton,POI1,685.0959053537899
2017-06-21 22:46:51.713,43.67500,-79.48110,5187876,CA,ON,York,POI1,3592.8580040097327
2017-06-21 00:00:02.637,43.15080,-80.20940,4521574,CA,ON,Brantford,POI1,8115.548132886178
2017-06-21 00:23:40.150,50.95810,-114.00200,4856329,CA,AB,Calgary,POI4,3864.158015675028
2017-06-21 00:54:02.420,53.40503,-113.53460,5278269,CA,AB,Edmonton,POI1,951.5283682544681
2017-06-21 01:00:01.623,42.42470,-82.17550,4517607,CA,ON,Chatham,POI1,9207.902168599918
2017-06-21 01:05:09.593,51.05341,-114.11848,4614208,CA,AB,Calgary,POI4,3461.603930864474
2017-06-21 01:26:08.403,43.79230,-79.55240,4885820,CA,ON,Woodbridge,POI1,3935.3585828352943
2017-06-21 01:37:59.653,53.53660,-113.51030,5060301,CA,AB,Edmonton,POI1,166.6986855317991
2017-06-21 01:40:26.807,51.12290,-114.18900,5091661,CA,AB,Calgary,POI4,3175.7822348165196
2017-06-21 01:45:05.713,46.78230,-71.28820,5159852,CA,QC,Sainte-Foy,POI4,7541.029608753636
2017-06-21 01:48:30.683,43.41940,-80.32550,5209807,CA,ON,Cambridge,POI1,8606.330306775202
2017-06-21 01:56:15.290,45.58840,-73.56410,5321001,CA,QC,Montréal,POI3,425.5313866764343
2017-06-21 02:01:06.517,45.74660,-77.20470,4537240,CA,ON,Pembroke,POI3,1061.224614125718
2017-06-21 02:01:48.320,49.13210,-122.72300,5389055,CA,BC,Surrey,POI1,6392.354679232227
2017-06-21 02:10:45.893,43.83950,-79.38310,5471161,CA,ON,Thornhill,POI1,2869.833249176155
2017-06-21 02:10:49.720,53.41540,-113.41780,4691769,CA,AB,Edmonton,POI1,938.4412705960146
2017-06-21 02:14:04.860,46.19570,-59.96960,4733605,CA,NS,Glace Bay,POI4,2032.4788890877999
2017-06-21 02:41:18.023,51.12290,-114.18900,5103147,CA,AB,Calgary,POI4,3175.7822348165196
2017-06-21 02:51:44.897,51.05402,-113.96519,5250370,CA,AB,Calgary,POI4,3228.9385178124085
2017-06-21 02:59:53.093,48.42780,-123.35800,5366550,CA,BC,Victoria,POI1,10660.133004376621
2017-06-21 03:10:28.043,56.73770,-111.43800,5469319,CA,AB,Fort Mcmurray,POI1,7244.991744741331
2017-06-21 03:27:19.567,45.35780,-75.70950,4897708,CA,ON,Ottawa,POI4,859.3973485891393
2017-06-21 03:52:38.287,51.06210,-114.11590,5262703,CA,AB,Calgary,POI4,3405.8248008069163
2017-06-21 04:08:40.410,45.40190,-75.75130,5450388,CA,ON,Ottawa,POI3,1091.4370487149922
2017-06-21 04:19:58.590,45.69946,-71.45906,5581124,CA,QC,Bishopton,POI3,847.9372916269557
2017-06-21 04:36:43.757,53.20000,-105.75000,5039488,CA,SK,Prince Albert,POI3,8835.531967888077
2017-06-21 05:00:31.223,51.13432,-114.11984,5374859,CA,AB,Calgary,POI4,2988.650568042835
2017-06-21 05:06:08.157,49.23400,-123.02000,5429883,CA,BC,Burnaby,POI1,5712.093513897563
2017-06-21 05:15:43.847,49.91740,-97.20210,5526435,CA,MB,Winnipeg,POI1,3791.381683593603
2017-06-21 05:27:58.197,51.04190,-114.20000,4904748,CA,AB,Calgary,POI4,3667.1127848841093
2017-06-21 06:14:48.847,45.46700,-73.64840,5516091,CA,QC,Montréal,POI3,349.21962115357087
2017-06-21 08:06:13.103,44.29603,-79.75424,4630961,CA,ON,Innisfil,POI1,5943.797578729496
2017-06-21 08:17:10.817,43.67614,-79.81030,5541077,CA,ON,Springbrook,POI1,5568.677209611594
2017-06-21 08:30:08.347,49.16543,-123.12647,4929402,CA,BC,Richmond,POI1,6204.960548198602
2017-06-21 08:51:11.817,57.29934,-111.50602,5242586,CA,AB,Fort Mackay,POI3,5032.0916713228
2017-06-21 08:51:47.963,53.55969,-113.55077,5250745,CA,AB,Edmonton,POI1,419.02715561335
2017-06-21 08:53:21.370,53.52630,-113.28700,5272508,CA,AB,Sherwood Park,POI1,1262.2921374018422
2017-06-21 09:09:53.940,43.37990,-79.76680,4681698,CA,ON,Burlington,POI1,5715.56470625964
2017-06-21 09:12:45.430,43.75340,-79.32720,4714922,CA,ON,North York,POI1,2563.036599672297
2017-06-21 09:37:09.823,46.52130,-80.94700,5045715,CA,ON,Sudbury,POI3,6263.422343012997
2017-06-21 09:59:47.503,43.90800,-78.70700,5366033,CA,ON,Bowmanville,POI1,1461.0665553288106
2017-06-21 10:02:38.783,46.82510,-71.14900,5398789,CA,QC,Lévis,POI3,7956.789815487452
2017-06-21 10:37:24.970,43.38890,-79.76820,5050543,CA,ON,Burlington,POI1,5703.587385728671
2017-06-21 10:42:26.093,52.83330,-113.45000,5122397,CA,AB,Wetaskiwin,POI1,4548.273135509437
2017-06-21 10:57:32.050,43.17720,-80.24800,5334796,CA,ON,Brantford,POI1,8265.534012574166
2017-06-21 11:01:51.850,43.58690,-79.75590,4567389,CA,ON,Mississauga,POI1,5316.519590158386
2017-06-21 11:07:00.927,43.88730,-78.94220,5437204,CA,ON,Whitby,POI1,294.6250867495926
2017-06-21 11:32:11.957,49.83784,-97.10881,4967969,CA,MB,Winnipeg,POI1,4465.19886314539
2017-06-21 11:54:32.857,45.44480,-75.69150,5289099,CA,ON,Ottawa,POI3,813.7461415696793
2017-06-21 12:01:55.053,48.38010,-89.25260,4571021,CA,ON,Thunder Bay,POI1,7918.546138252641
2017-06-21 12:12:07.670,45.61460,-73.85930,4707737,CA,QC,Boisbriand,POI3,586.8089342705389
2017-06-21 12:28:22.837,51.03780,-114.06500,4910240,CA,AB,Calgary,POI4,3470.4279829864927
2017-06-21 12:54:49.240,51.02780,-113.83600,5295196,CA,AB,Chestermere,POI4,3237.48658159952
2017-06-21 12:57:23.877,53.54808,-113.59419,5333993,CA,AB,Edmonton,POI1,684.5247349246324
2017-06-21 13:37:13.803,53.51850,-113.65790,5047987,CA,AB,Edmonton,POI1,1102.7478545376598
2017-06-21 13:52:48.820,44.33030,-79.72680,5264818,CA,ON,Barrie,POI1,5891.457122668263
2017-06-21 14:01:20.353,52.26940,-113.76900,5383967,CA,AB,Red Deer,POI3,2601.7386009780334
2017-06-21 14:01:51.797,43.78130,-79.30380,4567351,CA,ON,Toronto,POI1,2391.040899755947
2017-06-21 14:13:10.403,51.05430,-113.94310,4719619,CA,AB,Calgary,POI4,3198.0815673538173
2017-06-21 14:18:09.723,43.70330,-79.41520,4792652,CA,ON,Toronto,POI1,3160.22832973702
2017-06-21 14:31:05.530,43.64030,-79.70420,4945725,CA,ON,Mississauga,POI1,4957.4562439042365
2017-06-21 14:41:36.220,43.51520,-79.88020,5108291,CA,ON,Milton,POI1,6103.764289996054
2017-06-21 14:47:06.957,53.64150,-113.61400,5190718,CA,AB,Saint Albert,POI1,1006.8387950472701
2017-06-21 14:52:48.630,53.43028,-113.62512,5265116,CA,AB,Edmonton,POI1,1152.585712150734
2017-06-21 15:02:53.690,43.66820,-79.42090,5400753,CA,ON,Toronto,POI1,3250.77472019905
2017-06-21 15:50:03.203,52.10330,-111.45000,5227032,CA,AB,Coronation,POI3,1899.1817961173363
2017-06-21 16:25:34.700,53.51810,-113.57970,4877305,CA,AB,Edmonton,POI1,620.4859337995467
2017-06-21 17:21:22.850,43.67098,-79.38710,4828770,CA,ON,Toronto,POI1,3049.6174549708057
2017-06-21 17:39:55.020,45.56560,-73.91350,5085869,CA,QC,Saint-Eustache,POI3,276.797124131343
2017-06-21 17:41:30.527,45.50200,-73.56200,5106124,CA,QC,Montréal,POI3,125.09984054379672
2017-06-21 17:43:43.933,53.51410,-113.60100,5140389,CA,AB,Edmonton,POI1,757.099699999008
2017-06-21 18:34:49.463,51.30820,-114.03980,5015943,CA,AB,Airdrie,POI4,1878.8692741445404
2017-06-21 18:38:50.867,53.52100,-113.53240,5073031,CA,AB,Edmonton,POI1,335.7973075791455
2017-06-21 18:43:00.560,45.65000,-73.48330,5130123,CA,QC,Montreal,POI3,817.5900431593287
2017-06-21 19:06:26.577,44.33510,-65.91701,4633614,CA,NS,Weymouth,POI1,4195.718901221323
2017-06-21 19:10:45.640,43.51520,-79.88020,4690399,CA,ON,Milton,POI1,6103.764289996054
2017-06-21 19:19:31.913,53.44119,-113.43181,4807342,CA,AB,Edmonton,POI1,751.460145056092
2017-06-21 19:28:23.813,51.04860,-113.96800,4910409,CA,AB,Calgary,POI4,3265.6834550374456
2017-06-21 19:31:08.757,45.39510,-75.63020,4947697,CA,ON,Ottawa,POI4,1111.949867545833
2017-06-21 19:33:40.760,43.65310,-79.48470,4992381,CA,ON,Toronto,POI1,3648.154224911645
2017-06-21 19:41:22.337,49.92424,-97.20566,5103981,CA,MB,Winnipeg,POI1,3759.067410080818
2017-06-21 20:09:45.203,45.49340,-73.58370,4680218,CA,QC,Montréal,POI3,179.9696036971245
2017-06-21 20:41:41.900,45.57970,-73.82049,5109111,CA,QC,Laval,POI3,367.1151987792612
2017-06-21 20:55:43.183,52.12250,-106.72488,5308552,CA,SK,Saskatoon,POI3,1800.3145812153373
2017-06-21 21:24:46.600,45.58030,-73.76744,4869043,CA,QC,Laval,POI3,372.0252366969401
2017-06-21 21:35:47.237,43.83410,-79.33020,5027961,CA,ON,Markham,POI1,2535.765983425059
2017-06-21 21:57:39.810,43.72240,-79.44540,5336832,CA,ON,North York,POI1,3317.549304642466
2017-06-21 22:07:42.370,43.88730,-78.94220,4654846,CA,ON,Whitby,POI1,294.6250867495926
2017-06-21 22:52:26.860,48.40840,-89.25500,5258767,CA,ON,Thunder Bay,POI1,8026.057033143222
2017-06-21 00:01:48.590,48.54390,-81.11840,4559896,CA,ON,Timmins,POI1,8574.616797822531
2017-06-21 00:09:24.600,53.51351,-113.62899,4675638,CA,AB,Edmonton,POI1,929.6419162697788
2017-06-21 00:12:01.593,43.66820,-79.42090,4706277,CA,ON,Toronto,POI1,3250.77472019905
2017-06-21 00:31:23.927,49.23660,-122.85210,4954201,CA,BC,Coquitlam,POI1,5677.7778949898675
2017-06-21 00:59:53.520,43.92210,-79.46320,5366959,CA,ON,Richmond Hill,POI1,3428.295716285834
2017-06-21 01:05:20.230,53.45640,-113.52100,4616590,CA,AB,Edmonton,POI1,614.2576444072856
2017-06-21 01:10:53.710,43.91560,-78.86320,4692128,CA,ON,Oshawa,POI1,618.5891610090846
2017-06-21 01:20:59.727,45.54228,-73.76687,4824531,CA,QC,Laval,POI3,133.70262173442973
2017-06-21 01:23:04.380,53.54280,-113.49740,4849021,CA,AB,Edmonton,POI1,76.70894638167543
2017-06-21 01:31:34.953,51.03780,-114.08000,4957506,CA,AB,Calgary,POI4,3493.5089110883814
2017-06-21 01:37:24.903,43.58042,-79.71216,5049100,CA,ON,Mississauga,POI1,5072.187781787092
2017-06-21 01:53:43.490,44.60780,-79.41750,5275459,CA,ON,Orillia,POI1,5687.921872238767
2017-06-21 02:04:35.813,46.36680,-72.61680,5417311,CA,QC,Trois-Rivières,POI4,3096.378906759617
2017-06-21 02:17:54.447,43.66820,-79.42090,4789730,CA,ON,Toronto,POI1,3250.77472019905
2017-06-21 02:44:13.060,53.50510,-113.43700,5148697,CA,AB,Edmonton,POI1,404.4683819371315
2017-06-21 03:07:27.420,44.23770,-76.56020,4651443,CA,ON,Kingston,POI4,6928.37156262022
2017-06-21 03:14:28.417,46.72749,-71.29906,5512703,CA,QC,Saint-Nicolas,POI4,7190.896159176293
2017-06-21 03:25:53.597,50.93680,-114.01074,4880854,CA,AB,Calgary,POI4,4006.540923968964
2017-06-21 03:56:45.843,45.58840,-73.56410,5327163,CA,QC,Montréal,POI3,425.5313866764343
2017-06-21 04:17:38.097,43.32940,-79.91160,5547115,CA,ON,Burlington,POI1,6524.143832906703
2017-06-21 04:21:18.640,53.59728,-113.43922,4827778,CA,AB,Edmonton,POI1,437.7216786828353
2017-06-21 04:23:05.973,53.44218,-113.44523,4848592,CA,AB,Edmonton,POI1,710.8096141407046
2017-06-21 04:24:58.473,51.11480,-114.17600,4871591,CA,AB,Calgary,POI4,3199.363436012585
2017-06-21 04:50:23.487,51.11880,-113.94710,5230585,CA,AB,Calgary,POI4,2812.2602149293907
2017-06-21 05:00:48.820,47.32530,-79.81163,4532884,CA,ON,Latchford,POI4,9920.862547753242
2017-06-21 05:08:36.780,43.43810,-80.50990,4666155,CA,ON,Kitchener,POI1,9611.764563839337
2017-06-21 05:32:39.660,51.04190,-114.20000,4975194,CA,AB,Calgary,POI4,3667.1127848841093
2017-06-21 05:52:39.993,53.41040,-113.51700,5263551,CA,AB,Edmonton,POI1,887.74254047978
2017-06-21 06:09:20.340,52.28950,-113.81400,5457645,CA,AB,Red Deer,POI3,2724.205510511503
2017-06-21 06:13:39.420,51.13300,-113.85600,5506702,CA,AB,Calgary,POI4,2610.0915586067867
2017-06-21 06:16:13.563,43.35263,-79.79280,4763989,CA,ON,Burlington,POI1,5901.045594672546
2017-06-21 06:48:30.637,42.98420,-81.23780,5210414,CA,ON,London,POI1,11587.254743390695
2017-06-21 07:12:45.930,53.11880,-111.76700,5494312,CA,AB,Viking,POI4,7944.967489066127
2017-06-21 07:50:00.760,50.99500,-114.08671,5227044,CA,AB,Calgary,POI4,3761.268150311433
2017-06-21 08:00:17.597,43.60460,-79.67290,5371696,CA,ON,Mississauga,POI1,4814.111964737481
2017-06-21 08:22:07.677,42.96110,-81.24310,4838669,CA,ON,London,POI1,11503.749740442408
2017-06-21 09:31:44.110,45.38040,-75.74680,4960539,CA,ON,Ottawa,POI4,994.5584219207233
2017-06-21 09:37:36.093,52.12250,-106.72488,5052937,CA,SK,Saskatoon,POI3,1800.3145812153373
2017-06-21 09:53:12.437,52.09272,-106.85268,5270549,CA,SK,Saskatoon,POI3,1586.4069886068476
2017-06-21 09:55:35.660,43.42420,-80.54270,5305383,CA,ON,Kitchener,POI1,9776.539816744118
2017-06-21 10:10:18.203,43.66410,-79.39900,5466387,CA,ON,Toronto,POI1,3131.6692031049365
2017-06-21 10:41:32.573,51.27928,-113.97996,5107231,CA,AB,Airdrie,POI4,1928.6556679136747
2017-06-21 10:41:42.720,51.09050,-114.18200,5110118,CA,AB,Calgary,POI4,3350.9805590073834
2017-06-21 11:01:22.457,62.45430,-114.37000,5383499,CA,NT,Yellowknife,POI4,11009.741332248199
2017-06-21 11:07:29.920,51.15810,-113.93800,5443128,CA,AB,Calgary,POI4,2563.994836653329
2017-06-21 11:29:27.010,52.12250,-106.72488,4922222,CA,SK,Saskatoon,POI3,1800.3145812153373
2017-06-21 12:11:54.453,43.70280,-79.38770,4704714,CA,ON,Toronto,POI1,2997.2835280557
2017-06-21 12:31:20.597,43.96690,-79.24980,4952636,CA,ON,Stouffville,POI1,2188.8499963624145
2017-06-21 12:36:32.360,45.44400,-75.69300,5037344,CA,ON,Ottawa,POI3,818.9486671970678
2017-06-21 12:58:01.017,53.52800,-113.25120,5340374,CA,AB,Sherwood Park,POI1,1486.5080126103944
2017-06-21 13:44:01.980,43.89590,-79.03440,5145193,CA,ON,Ajax,POI1,751.5413835931399
2017-06-21 14:03:23.080,47.62442,-70.14300,4593096,CA,QC,La Malbaie-Pointe-Au-Pic,POI1,4472.726594620547
2017-06-21 14:11:00.307,50.90090,-114.10832,5472787,CA,AB,Calgary,POI4,4364.848831788282
2017-06-21 14:27:19.400,43.54080,-79.61280,4898095,CA,ON,Mississauga,POI1,4578.197663912515
2017-06-21 15:11:03.113,54.13285,-108.42484,5474976,CA,SK,Meadow Lake,POI1,7765.96932150432
